Condition,Distance_km,Frequency_GHz,Bandwidth_MHz,Modulation,TxPower_dBm,Gain_dBi,RSSI_dBm,SNR_dB,BER,Availability_percent,Etat
Pluie_Urbain,35.89,18,224,8PSK,24.65,36.82,-22.19,0,0.0354145004786301,99.82,KO
Pluie_Urbain,39.67,6,224,QPSK,25.58,32.18,-37.1,0,0.0573666063826523,94.65,KO
Pluie_Urbain,11.67,11,224,8PSK,23.67,25.4,22.21,31.26,4.90914184195099E-08,99.84,OK
Pluie_Urbain,41.35,18,28,BPSK,26.32,31.2,-34.58,0,0.25284228449251,99.32,KO
Pluie_Urbain,31.91,38,28,BPSK,26.38,32.1,-12.32,0,0.0287491321286679,99.89,KO
Pluie_Urbain,13.32,4,14,16-QAM,20.7,25.09,14.3,14.58,0.000210940002456377,99.64,Dégradé
Pluie_Urbain,16.9,18,14,QPSK,20.25,29.43,15.84,21.44,4.6030084907931E-07,99.82,OK
Pluie_Urbain,47.01,26,112,QPSK,24.67,38.03,-34.93,0,0.141413742419797,99.21,KO
Pluie_Urbain,17.81,38,112,QPSK,23.88,27.43,9.35,18.33,0.000160619210707269,99.6,Dégradé
Pluie_Urbain,46.29,11,56,QPSK,26.49,39.99,-28.05,0,0.0230823835288846,99.65,KO
Pluie_Urbain,41.99,26,14,BPSK,26.9,33.96,-37.87,0,0.069693365913604,91.38,KO
Pluie_Urbain,10.01,4,14,BPSK,22.31,28.18,22.3,27.02,1.94394682003879E-07,99.23,OK
Pluie_Urbain,17.99,26,112,32-QAM,22.96,29.22,4.08,13.94,0.000630848577436299,93.92,Dégradé
Pluie_Urbain,43.42,32,224,16-QAM,26.7,36.85,-35.66,0,0.0521835950556702,99.68,KO
Pluie_Urbain,28.32,26,14,16-QAM,26.15,36.87,4.02,8.17,0.00675114410493114,99.53,KO
Pluie_Urbain,36.27,32,28,QPSK,25.16,36.28,-16.45,0,0.0349810869148706,99.86,KO
Pluie_Urbain,36.76,38,56,BPSK,26.31,34.76,-20.68,0,0.133019950702548,99.51,KO
Pluie_Urbain,31.2,13,224,BPSK,25.74,33.26,-10.08,0,0.225771203578672,99.94,KO
Pluie_Urbain,30.92,26,224,16-QAM,26.32,30.34,-6.54,0,0.0598781516021192,99.86,KO
Pluie_Urbain,13.37,13,56,16-QAM,22.51,26.63,21.43,28.33,3.32266683886412E-07,99.84,OK
Pluie_Urbain,25.5,11,224,16-QAM,25.71,34.96,5.32,5.89,0.132276796160188,99.63,KO
Pluie_Urbain,4.34,4,14,64-QAM,17.54,24.98,17.74,25.68,6.32448739232833E-07,96.7,OK
Pluie_Urbain,33.19,18,224,16-QAM,26.3,30.49,-13.8,0,0.18856775184967,99.51,KO
Pluie_Urbain,22.97,11,28,BPSK,26.34,35.06,3.04,3.44,0.0795503782387545,90.92,KO
Pluie_Urbain,13.69,18,56,64-QAM,22.02,29.91,11.38,11.55,0.000831670158859934,92.77,Dégradé
Pluie_Urbain,7.33,32,112,8PSK,22.72,28.88,22.24,24.74,1.45222469856635E-07,93.15,OK
Pluie_Urbain,3.77,32,14,8PSK,19.75,20.34,21.96,25.61,1.30548321420106E-07,99.43,OK
Pluie_Urbain,22.46,6,224,QPSK,24.01,38.66,15.19,21.54,1.99241947452846E-06,99.15,Dégradé
Pluie_Urbain,0.92,26,112,16-QAM,19.7,20.4,37.44,41.97,7.45767382475782E-07,100,OK
Pluie_Urbain,3.05,4,56,16-QAM,18.28,22.89,30.05,38.46,3.44041904327056E-07,99.96,OK
Pluie_Urbain,30.72,6,14,QPSK,26.43,37.43,-1.29,6.07,0.0277217193749074,99.3,KO
Pluie_Urbain,29.31,26,224,BPSK,25.96,37.85,2.24,9.24,0.196065417280488,99.77,KO
Pluie_Urbain,46.76,13,224,BPSK,26.72,33.28,-36.47,0,0.0669725934766705,99.56,KO
Pluie_Urbain,46.85,11,14,BPSK,25.05,30.04,-53.89,0,0.0669162973286411,95.92,KO
Pluie_Urbain,42.15,4,56,8PSK,25.25,31.89,-32.99,0,0.226021807073437,99.88,KO
Pluie_Urbain,31.5,32,14,QPSK,25.84,35.43,-15.33,0,0.0894439052291537,91.92,KO
Pluie_Urbain,18.99,32,224,BPSK,20.75,25.39,1.46,6.11,0.0549068869179606,99.89,KO
Pluie_Urbain,16.32,13,56,BPSK,23.7,26.43,3.77,9.28,0.0567615452602018,92.85,KO
Pluie_Urbain,36.16,13,14,QPSK,25.69,38.81,-14.08,0,0.121998699061717,99.81,KO
Pluie_Urbain,42.51,13,14,QPSK,26.28,33.2,-32.86,0,0.0799186004328128,99.89,KO
Pluie_Urbain,45.7,38,14,BPSK,24.59,30.03,-51.68,0,0.0172812484735584,94.55,KO
Pluie_Urbain,7.77,32,14,BPSK,20.13,28.31,27.37,36.15,5.08933199863227E-08,99.77,OK
Pluie_Urbain,16.27,4,112,8PSK,22.92,25.73,11.56,16.11,0.000894128075292708,99.16,Dégradé
Pluie_Urbain,26.03,13,14,BPSK,24.03,39.53,7.82,14.87,1.16774727819897E-05,99.69,Dégradé
Pluie_Urbain,39.52,38,112,8PSK,25.34,38.57,-26.75,0,0.0417315515365323,90.01,KO
Pluie_Urbain,2.17,4,56,BPSK,18.16,22.91,29.49,36.99,2.65971582597008E-07,99.91,OK
Pluie_Urbain,42.28,18,112,QPSK,24.58,35.72,-26.29,0,0.0486907867801624,99.99,KO
Pluie_Urbain,22.92,11,56,QPSK,24.52,37.11,0.3,2.53,0.079736375229757,90.14,KO
Pluie_Urbain,31.58,8,56,8PSK,24.74,39.93,-11.03,0,0.0383219778460814,97.35,KO
Pluie_Urbain,29.07,18,112,BPSK,25.12,37.9,0.41,10.04,0.000117523105605219,99.06,Dégradé
Pluie_Urbain,5.3,26,224,16-QAM,22.69,26.68,25.52,34.05,3.37457822901531E-07,92.77,OK
Pluie_Urbain,30.58,4,56,BPSK,24.99,39.8,0.32,8.45,0.165971985217225,99.74,KO
Pluie_Urbain,26.14,18,224,QPSK,24.12,33.68,4.33,6.08,0.051388777430906,99.66,KO
Pluie_Urbain,16.92,26,56,QPSK,20.27,28.06,0.7,0.88,0.0390098331633544,99.61,KO
Pluie_Urbain,22.41,11,224,16-QAM,24.28,30.88,10.05,15.37,0.000271838514460276,99.7,Dégradé
Pluie_Urbain,46.08,11,28,QPSK,25.58,31.08,-39.71,0,0.0701597148816984,99.92,KO
Pluie_Urbain,19.63,6,224,BPSK,21.26,28.31,4.03,9.59,0.0426183686357095,99.51,KO
Pluie_Urbain,16.32,38,28,16-QAM,23.37,28.39,9.82,10.06,0.000575613218645548,99.24,Dégradé
Pluie_Urbain,8.81,6,112,32-QAM,21.54,27.23,27.01,30.28,1.460897905046E-09,99.56,OK
Pluie_Urbain,14.37,38,28,16-QAM,22.71,29.26,21.71,26.63,6.53878994991295E-07,99.63,OK
Pluie_Urbain,6.9,11,112,64-QAM,22.99,25.12,21.67,25.84,5.83333652632594E-07,91.04,OK
Pluie_Urbain,26.86,23,14,8PSK,26.11,32.42,-6.3,2.76,0.0879596777262676,91.34,KO
Pluie_Urbain,15.58,23,28,8PSK,23.33,29.33,7.34,17.08,0.000124926214717486,94.69,Dégradé
Pluie_Urbain,35.08,23,28,8PSK,26.44,36.4,-15.84,0,0.143309220690402,99.06,KO
Pluie_Urbain,29.2,38,112,QPSK,24.58,30.64,-7.3,0,0.0572278103727217,99.77,KO
Pluie_Urbain,37.41,4,14,BPSK,25,35.57,-29.9,0,0.0236449276291398,93.7,KO
Pluie_Urbain,44.68,13,112,BPSK,24.28,33.51,-42.13,0,0.126604213871237,99.85,KO
Pluie_Urbain,48.53,23,112,BPSK,24.25,38.95,-46.31,0,0.060127083990152,99.17,KO
Pluie_Urbain,9.95,23,14,8PSK,23.97,26.29,16.53,19.34,0.000754267775763266,99.91,Dégradé
Pluie_Urbain,32.78,11,112,QPSK,26.82,37.44,-12.7,0,0.141075160858256,99.69,KO
Pluie_Urbain,35.15,11,56,8PSK,24.5,38.26,-10.03,0,0.0826607251981857,99.91,KO
Pluie_Urbain,4.08,26,28,8PSK,17,20.23,27.51,30.85,2.90739324601469E-08,99.72,OK
Pluie_Urbain,7.23,4,28,QPSK,20.97,29.88,26.07,32.24,7.87602721002071E-07,99.23,OK
Pluie_Urbain,46.22,38,14,QPSK,25.44,33.18,-39.8,0,0.0409889734606152,99.03,KO
Pluie_Urbain,31.84,38,112,QPSK,26.48,31.1,-10.01,0,0.119291015523688,99.65,KO
Pluie_Urbain,31.68,18,28,QPSK,24.67,34.38,-7,0,0.0189032954492314,99.47,KO
Pluie_Urbain,12.63,38,224,QPSK,20.81,27.5,19.39,24.81,4.41946888911036E-07,99.57,OK
Pluie_Urbain,37.82,23,112,8PSK,26.67,38.16,-12.86,0,0.0934562213872309,99.96,KO
Pluie_Urbain,35.66,23,28,8PSK,25.01,39.92,-13.12,0,0.0320865080589903,99.13,KO
Pluie_Urbain,12.98,38,28,QPSK,22.39,28.55,23.26,23.8,2.1448612090962E-07,99.86,OK
Pluie_Urbain,1.48,26,14,16-QAM,18.81,22.54,28.29,33.72,8.70504628903785E-07,99.71,OK
Pluie_Urbain,44.93,32,28,QPSK,24.78,39.27,-34.46,0,0.227226569790971,99.55,KO
Pluie_Urbain,39.23,32,14,16-QAM,25.82,31.11,-28.63,0,0.160146133438731,99.68,KO
Pluie_Urbain,7.04,26,14,QPSK,22.06,26.86,28.4,29.87,8.25277223509181E-07,99.03,OK
Pluie_Urbain,11.74,18,224,8PSK,23.29,25.43,11.75,16.31,0.000929551608859986,99.19,Dégradé
Pluie_Urbain,43.69,32,56,16-QAM,24.14,31.25,-42.1,0,0.109449116266894,99.7,KO
Pluie_Urbain,6.97,18,28,BPSK,21.44,25.13,29.13,36.17,4.16890617007394E-07,99.44,OK
Pluie_Urbain,46.76,8,224,8PSK,26.12,37.61,-40.78,0,0.14918180130755,99.2,KO
Pluie_Urbain,10.12,38,14,8PSK,20.07,27.53,19.45,26.34,8.06631400099874E-07,99.05,OK
Pluie_Urbain,43.23,18,14,QPSK,24.45,31.3,-36.95,0,0.156831036498603,99.61,KO
Pluie_Urbain,21.94,4,56,QPSK,25.84,37.35,6.3,13.1,0.000584787461809157,91.94,Dégradé
Pluie_Urbain,41.43,11,112,16-QAM,26.35,31.82,-31.86,0,0.054854318057548,99.67,KO
Pluie_Urbain,31.15,32,28,BPSK,25.63,30.53,-18.96,0,0.0145879290341677,97.22,KO
Pluie_Urbain,11.21,38,28,64-QAM,21.12,29.03,27.56,32.05,1.88842074259949E-07,99.74,OK
Pluie_Urbain,19.11,11,14,8PSK,23.72,28.55,7.84,10.75,0.000353810371078945,99.91,Dégradé
Pluie_Urbain,1.66,80,28,8PSK,18.28,20.51,24.55,33.1,9.74008567648494E-07,99.21,OK
Pluie_Urbain,35.58,32,14,QPSK,24.25,39.78,-12.06,0,0.135404277127461,99.66,KO
Pluie_Urbain,38.7,8,112,BPSK,26.31,36.93,-17.78,0,0.089492980941012,99.83,KO
Pluie_Urbain,37.41,18,56,8PSK,26.53,36.53,-16.71,0,0.131610534589571,99.55,KO
Pluie_Urbain,43.72,8,56,QPSK,26.05,35.3,-39.19,0,0.0813805037054989,95.08,KO
Pluie_Urbain,5.33,8,112,64-QAM,21.98,29.09,26.8,36.07,6.17486177589202E-07,90.36,OK
Pluie_Urbain,14.21,11,112,BPSK,20.86,26.32,13.65,20.69,4.54697443435096E-08,99.27,OK
Pluie_Urbain,9.11,8,224,8PSK,23.03,28.36,27.22,32.42,4.18657562102549E-07,99.71,OK
Pluie_Urbain,37.6,23,28,BPSK,24.23,31.7,-26.53,0,0.240666049953805,99.03,KO
Pluie_Urbain,3,70,112,64-QAM,18.23,23.22,23.91,30.31,1.03403978782533E-07,96.56,OK
Pluie_Urbain,1.39,23,112,8PSK,17.89,22.75,23.24,28.55,9.82520606602083E-07,94.6,OK
Pluie_Urbain,37.38,4,14,BPSK,26.52,34.2,-19.78,0,0.105442694556946,99.54,KO
Pluie_Urbain,1.22,18,56,16-QAM,18.62,22.17,34.04,43.7,5.62997028524173E-07,99.95,OK
Pluie_Urbain,46.34,13,224,QPSK,25.91,31.29,-50.51,0,0.03886517021451,94.2,KO
Pluie_Urbain,13.05,8,14,QPSK,22.59,26.45,17.13,23.66,8.12098735576E-07,99.2,OK
Pluie_Urbain,14.86,8,224,BPSK,21.31,29.08,8.51,18.29,0.000908154997197605,99.15,Dégradé
Pluie_Urbain,17.1,6,14,256-QAM,21.82,28.16,14.41,20.72,2.46109342088465E-07,99.86,OK
Pluie_Urbain,18.16,4,14,8PSK,21.85,25.88,4.46,8.02,0.0484637071183849,99.77,KO
Pluie_Urbain,40.87,26,28,8PSK,26.4,31.4,-31.81,0,0.0340453943451215,99.91,KO
Pluie_Urbain,21.1,23,28,16-QAM,26.8,39.15,10.44,17.94,0.00151503881954599,99.02,KO
Pluie_Urbain,46.83,38,14,16-QAM,25.5,38.31,-36.87,0,0.222353236114202,99.43,KO
Pluie_Urbain,8.19,38,56,BPSK,23.42,25.3,22.27,26.16,6.53790885291081E-07,99.39,OK
Pluie_Urbain,21.38,8,224,QPSK,24.13,37.41,7.11,12.17,0.000515621084409706,94.25,Dégradé
Pluie_Urbain,21.15,4,28,QPSK,24.94,36.06,5.23,13.35,0.000793774321287057,93.25,Dégradé
Pluie_Urbain,28.9,6,112,16-QAM,25.24,37.11,-2.34,5.62,0.155734583167684,99.9,KO
Pluie_Urbain,14.81,26,28,QPSK,23.02,27.06,12.56,12.67,0.000666166711714862,99.98,Dégradé
Pluie_Urbain,40.06,4,224,BPSK,25.19,39.86,-16.56,0,0.0982748214880719,99.73,KO
Pluie_Urbain,30.43,8,14,BPSK,25.46,31.87,-3.85,2.29,0.0186555685383215,99.99,KO
Pluie_Urbain,9.72,18,56,64-QAM,23.4,27.63,27.9,30.89,2.21670831696034E-07,99.54,OK
Pluie_Urbain,37.47,26,56,BPSK,24.12,35.71,-20.58,0,0.127803967641713,99.08,KO
Pluie_Urbain,40.22,11,28,8PSK,25.54,32.02,-24.71,0,0.0233386518600199,99.84,KO
Pluie_Urbain,38.86,4,14,QPSK,25.21,39.36,-15.98,0,0.0538922314092373,99.65,KO
Pluie_Urbain,44.12,32,28,16-QAM,24.84,38.67,-26.03,0,0.0977988078955834,99.86,KO
Pluie_Urbain,34.82,4,28,BPSK,25.58,37.65,-13.7,0,0.220332037683295,99.45,KO
Pluie_Urbain,20.91,6,14,16-QAM,25.84,30.44,7.14,13.4,0.00179871428010685,99.32,KO
Pluie_Urbain,40.65,38,112,QPSK,26.97,31.84,-27.92,0,0.147952612110552,99.73,KO
Pluie_Urbain,38.8,4,28,QPSK,26.43,33.36,-29.4,0,0.0645476222118814,99.35,KO
Pluie_Urbain,48.76,6,14,QPSK,24.83,37.91,-45.94,0,0.0804872171378842,99.59,KO
Pluie_Urbain,4.08,23,14,BPSK,19.43,21.77,28.01,28.36,2.19238762693552E-07,99.88,OK
Pluie_Urbain,24.39,4,56,BPSK,24.83,37.24,1.4,6.06,0.109433364825308,99.88,KO
Pluie_Urbain,39.97,18,224,16-QAM,24.23,38.59,-22,0,0.0276628851947432,99.64,KO
Pluie_Urbain,5,26,28,32-QAM,21.27,25.98,22.77,24.41,7.84978017863177E-07,93.82,OK
Pluie_Urbain,22,26,56,16-QAM,24.4,33.85,0.68,5.44,0.0578434205292808,94.16,KO
Pluie_Urbain,7.12,26,112,BPSK,20.94,26.74,22.06,23.78,1.61972928777099E-07,99.32,OK
Pluie_Urbain,27.59,6,28,16-QAM,24.81,36.49,-7.59,0,0.0132137771311272,99.42,KO
Pluie_Urbain,8.06,38,14,BPSK,23.86,26.38,29.36,33.3,4.31637426741474E-07,99.72,OK
Pluie_Urbain,43.66,26,28,QPSK,26.71,31.75,-35.21,0,0.0922205286849335,99.37,KO
Pluie_Urbain,40.44,6,56,QPSK,25.91,36.15,-27.52,0,0.0800120299894534,99.63,KO
Pluie_Urbain,37.99,18,28,QPSK,25.8,32.27,-31.51,0,0.0371559765349547,92.8,KO
Pluie_Urbain,11.98,32,224,16-QAM,20.82,27.63,12.53,18.41,0.00066864858294453,99.4,Dégradé
Pluie_Urbain,38.57,18,56,BPSK,25.44,36.79,-20.68,0,0.0425233433093478,99.82,KO
Pluie_Urbain,24.09,13,224,QPSK,24.16,37.28,-0.01,0.63,0.0337345658248444,93.72,KO
Pluie_Urbain,42.81,23,28,QPSK,25.25,36.78,-24.15,0,0.0557301563877285,99.95,KO
Pluie_Urbain,11.89,6,112,8PSK,20.95,29.37,25.95,34.67,5.95845695664153E-07,99.95,OK
Pluie_Urbain,4.47,32,224,BPSK,19.9,20.57,29.94,30.13,8.39390530216821E-07,99.96,OK
Pluie_Urbain,44.88,4,224,8PSK,25.28,34.37,-38.28,0,0.0440065490524732,99.75,KO
Pluie_Urbain,36.83,38,224,16-QAM,24.75,33.05,-28.54,0,0.0339294348680118,96.49,KO
Pluie_Urbain,27.66,8,14,BPSK,25.57,36.86,0.24,3.31,0.199306398395993,99.55,KO
Pluie_Urbain,14.26,32,14,BPSK,20.6,25.88,5.35,10.79,0.000912494650980175,95.52,Dégradé
Pluie_Urbain,2.16,8,28,BPSK,19.2,24.69,29.88,38.31,6.80352326716095E-08,99.58,OK
Pluie_Urbain,33.36,38,56,8PSK,26.43,36.25,-8.49,0,0.220059578110268,99.74,KO
Pluie_Urbain,37.68,26,14,QPSK,25.91,34.18,-21.2,0,0.176713808053287,99.54,KO
Pluie_Urbain,34.06,4,112,QPSK,24.31,33.13,-23.53,0,0.0866510091818808,90.29,KO
Pluie_Urbain,26.84,38,224,16-QAM,24.68,30.89,-5.51,0,0.232325089528331,99.65,KO
Pluie_Urbain,9.78,32,224,BPSK,21.9,25.86,15.24,22.59,1.57685136528523E-07,99.48,OK
Pluie_Urbain,47.38,4,14,QPSK,26.19,34.18,-39.59,0,0.0628618154689442,99.14,KO
Pluie_Urbain,4.83,23,224,QPSK,19.48,24.36,18.84,27.75,8.74664464631768E-07,99.65,OK
Pluie_Urbain,44.81,6,56,8PSK,25.45,36.13,-34.84,0,0.00537313161990386,99.91,KO
Pluie_Urbain,16.4,18,112,8PSK,20.45,28.26,12.89,18.86,0.000784004619311988,99.08,Dégradé
Pluie_Urbain,22.12,13,14,16-QAM,26.49,37.74,9.01,12.42,0.000729712186254166,99.76,Dégradé
Pluie_Urbain,5.93,18,14,BPSK,23.64,28.16,37.2,42.1,4.89340050982166E-08,99.78,OK
Pluie_Urbain,6.71,13,224,8PSK,22.53,28.08,27.23,30.62,2.34763114141934E-07,99.11,OK
Pluie_Urbain,25.55,26,14,QPSK,26.11,37.67,10.11,13.81,0.000546345139632929,99.92,Dégradé
Pluie_Urbain,27.24,18,224,BPSK,25.11,37.12,-5.24,0,0.0846731287121695,91.19,KO
Pluie_Urbain,33.71,6,112,16-QAM,26.23,39.86,-2.89,2.23,0.036232280923002,99.59,KO
Pluie_Urbain,3.47,11,14,BPSK,18.88,24.61,22.27,22.66,6.14768347876994E-07,97.69,OK
Pluie_Urbain,34.4,8,224,QPSK,26.7,37.04,-9.02,0,0.13774771694535,99.74,KO
Pluie_Urbain,4.44,6,28,QPSK,17.33,20.37,21.37,23.72,5.74924837129806E-07,99.03,OK
Pluie_Urbain,45.19,13,56,8PSK,26.27,33.58,-35.77,0,0.0609160687605396,99.92,KO
Pluie_Urbain,26.87,4,112,8PSK,26.4,30.26,-11.99,0,0.00853858292580616,99.31,KO
Pluie_Urbain,36.89,18,14,BPSK,26.22,31.29,-30.94,0,0.161399397883717,99.13,KO
Pluie_Urbain,37.8,26,56,BPSK,26.67,31.16,-29.28,0,0.0177839792102574,99.56,KO
Pluie_Urbain,6.8,23,28,BPSK,20.54,29.4,32.7,41.33,7.15932706393407E-07,99.63,OK
Pluie_Urbain,49.57,18,14,16-QAM,26.38,38.81,-44.37,0,0.0538761186721466,99.94,KO
Pluie_Urbain,31.17,11,56,BPSK,25.56,32.7,-7.84,0,0.020392127792143,99.69,KO
Pluie_Urbain,24.97,18,56,16-QAM,24.52,35.86,5.03,14.36,0.00161365831200736,99.81,KO
Pluie_Urbain,27.79,26,56,QPSK,24.16,33.9,-4.42,0,0.14827779016468,99.68,KO
Pluie_Urbain,47.59,13,224,16-QAM,25.84,34.35,-48.48,0,0.0717861390076074,94.98,KO
Pluie_Urbain,39.76,26,28,16-QAM,25.8,35.54,-25.57,0,0.143668197520191,99.15,KO
Pluie_Urbain,14.23,6,224,256-QAM,21.02,26.84,17.72,19.91,0.000744727813208713,99.66,Dégradé
Pluie_Urbain,44.87,4,224,QPSK,25.63,31.41,-37.26,0,0.0383671180690306,99.73,KO
Pluie_Urbain,32.78,11,112,16-QAM,25.8,35.09,-20.6,0,0.0756419529991445,96.19,KO
Pluie_Urbain,14.16,6,224,QPSK,22.92,28.47,12.81,22.18,7.79866469521864E-07,99.45,OK
Pluie_Urbain,17.92,23,112,256-QAM,23.68,27.37,14.29,19.36,0.000364499861655991,99.54,Dégradé
Pluie_Urbain,26.58,26,112,8PSK,26.65,35.38,-6.86,0,0.0692543135774999,91.06,KO
Pluie_Urbain,36.96,4,14,16-QAM,26.3,31.98,-18.26,0,0.0612802191139618,99.74,KO
Pluie_Urbain,3.63,32,14,8PSK,17.22,24.58,21.01,27.29,2.18213859275364E-07,99.63,OK
Pluie_Urbain,43.51,18,112,16-QAM,26.95,30.05,-35.53,0,0.0519438735706632,99.73,KO
Pluie_Urbain,22.17,4,56,BPSK,26.43,30.04,-1.95,7.06,0.0313825821612808,97.15,KO
Pluie_Urbain,36.44,4,112,QPSK,25.77,39.33,-9.8,0,0.132898071370638,99.88,KO
Pluie_Urbain,28.88,32,56,BPSK,26.93,35.54,-4.1,3.5,0.222519713167956,99.1,KO
Pluie_Urbain,21.85,13,56,8PSK,24.4,31.62,5.98,12.22,0.00242570900487213,99.82,KO
Pluie_Urbain,7.62,13,28,256-QAM,21.89,29.97,20.45,28.94,7.97726034383161E-07,93.9,OK
Pluie_Urbain,17.35,26,56,QPSK,23.13,29.28,13.24,14.68,0.000788172494087223,99.01,Dégradé
Pluie_Urbain,18.81,18,224,8PSK,21.23,29.39,1.02,10.97,0.000514480474563192,99.26,Dégradé
Pluie_Urbain,14.43,38,224,BPSK,23.92,25.8,14.48,22.44,9.79724749647897E-08,99.56,OK
Pluie_Urbain,17.74,38,56,BPSK,23.35,27.7,9.12,10.79,2.90584145977868E-05,99.4,Dégradé
Pluie_Urbain,32.33,4,224,8PSK,26.24,33.83,-14.17,0,0.0141233835345724,99.06,KO
Pluie_Urbain,40.22,6,28,BPSK,25.87,30.1,-33.08,0,0.110434930890964,99.43,KO
Pluie_Urbain,32.77,13,56,BPSK,24.49,35.37,-8.89,0,0.0134416694640736,99.74,KO
Pluie_Urbain,46.88,4,56,BPSK,25.97,32.81,-41.8,0,0.0667606340092897,99.79,KO
Pluie_Urbain,23.33,8,56,BPSK,26.81,32.91,8.03,10.09,0.00182860246633239,99.95,KO
Pluie_Urbain,6.52,18,56,16-QAM,23.97,29.09,28.85,30.14,7.9578307966343E-07,95.69,OK
Pluie_Urbain,19.74,11,28,8PSK,22.85,26.45,-5.18,0,0.0537206777494496,93.3,KO
Pluie_Urbain,21.63,26,14,8PSK,24.89,30.38,10.88,15.16,0.000419338956853318,99.82,Dégradé
Pluie_Urbain,42.89,26,28,16-QAM,26.89,36.1,-35.21,0,0.266582111086233,99.86,KO
Pluie_Urbain,26.99,23,28,8PSK,26.11,30.12,-8.71,0,0.091741906176158,99.19,KO
Pluie_Urbain,26.09,13,112,BPSK,26.58,36.45,2.99,4.89,0.0419706520030995,99.84,KO
Pluie_Urbain,7.22,4,224,16-QAM,22.74,29.07,32.37,36.89,2.21778886970599E-07,99.14,OK
Pluie_Urbain,29.02,38,14,QPSK,26.1,36.55,1.31,8.59,0.0919560156825799,99.39,KO
Pluie_Urbain,0.55,80,112,8PSK,19.67,23.49,35.87,43.22,5.56958000448556E-07,99.59,OK
Pluie_Urbain,19.66,38,112,64-QAM,21.32,26.99,-3.28,0,0.0182242079575149,92.48,KO
Pluie_Urbain,40.85,11,28,16-QAM,25.04,34.46,-33.57,0,0.0289202813855424,99.92,KO
Pluie_Urbain,33.05,6,28,8PSK,26.53,31.77,-8.65,0,0.0799523590642236,99.91,KO
Pluie_Urbain,23.54,4,224,BPSK,25.07,36.87,13.79,14.37,0.000604738990042628,99.95,Dégradé
Pluie_Urbain,27.34,23,112,16-QAM,24.31,34.78,-7.51,1.69,0.132831097554227,99.78,KO
Pluie_Urbain,23.23,11,224,8PSK,24.01,33.7,2.62,7.5,0.0299160735183677,99.96,KO
Pluie_Urbain,47.21,26,56,16-QAM,26.33,39.08,-43.18,0,0.0438669771990258,99,KO
Pluie_Urbain,47.59,8,224,QPSK,24.12,39.35,-35.01,0,0.0426095390171732,99.91,KO
Pluie_Urbain,35.64,32,56,16-QAM,24.68,33.21,-15.34,0,0.0815303543798355,99.57,KO
Pluie_Urbain,21.21,11,28,16-QAM,24.38,33.12,9.1,14.56,0.00162900246055023,99.14,KO
Pluie_Urbain,8.05,26,56,16-QAM,23.63,29.73,23.88,32.15,1.60569526757797E-07,96.22,OK
Pluie_Urbain,48.21,38,14,16-QAM,26.54,33.03,-41.19,0,0.035827777567208,99.28,KO
Pluie_Urbain,44.43,8,224,8PSK,26.36,33.74,-35.53,0,0.225252782695532,99.92,KO
Pluie_Urbain,17.36,6,56,QPSK,21.26,29.56,5.68,13.06,3.98315697408148E-05,99.66,Dégradé
Pluie_Urbain,33.9,8,14,QPSK,26.72,34.46,-10.44,0,0.0865997946556212,99.85,KO
Pluie_Urbain,45.34,8,28,QPSK,25.57,39.75,-31.95,0,0.0234122440334868,99.74,KO
Pluie_Urbain,38.02,11,56,8PSK,25.29,31.31,-24.52,0,0.207589978558325,99.51,KO
Pluie_Urbain,32.35,18,14,8PSK,25.81,30.09,-10.53,0,0.090183249628422,99.55,KO
Pluie_Urbain,32.88,13,224,BPSK,25.2,37.46,-8.34,0,0.106443044782749,99.23,KO
Pluie_Urbain,35.29,13,14,16-QAM,24.31,36.38,-23.17,0,0.0375091436530526,93.81,KO
Pluie_Urbain,19.4,32,14,64-QAM,21.33,27.81,-1.23,4.85,0.0857646850054892,91.88,KO
Pluie_Urbain,0.99,38,28,QPSK,17.42,23.34,27.28,34.35,1.73917860978069E-07,97.74,OK
Pluie_Urbain,44.19,18,28,16-QAM,24.01,31.9,-41.8,0,0.00816335278236338,99.1,KO
Pluie_Urbain,2.85,32,224,32-QAM,19.98,23.64,33.25,41.4,5.1032383293008E-07,99.83,OK
Pluie_Urbain,48.2,8,28,BPSK,25.72,34.24,-38.2,0,0.0439638040562378,99.55,KO
Pluie_Urbain,32.66,23,112,16-QAM,25.2,37.98,-3.56,1,0.0021059939494883,99.51,KO
Pluie_Urbain,16.35,8,224,16-QAM,20.33,25.61,0.62,8.03,0.0297154425070723,94.19,KO
Pluie_Urbain,25.66,18,28,BPSK,24.21,39.37,-1.27,0,0.171586041939737,99.16,KO
Pluie_Urbain,6.64,13,224,QPSK,20.95,28.67,34.64,40.98,7.69274666043831E-07,99.74,OK
Pluie_Urbain,20.3,13,56,8PSK,26.03,37.17,14.85,20.98,1.17694251921287E-06,99.82,Dégradé
Pluie_Urbain,36.49,18,28,16-QAM,25.94,37.79,-22.48,0,0.0559896180630355,96.12,KO
Pluie_Urbain,29.88,18,28,BPSK,26.39,36.1,-9.91,0,0.0450860399995766,94.17,KO
Pluie_Urbain,46.01,11,224,8PSK,25.03,39.97,-36.85,0,0.178880013855928,99.59,KO
Pluie_Urbain,3.65,18,112,16-QAM,18.98,22.61,22.53,30.19,6.50694495402423E-07,99.37,OK
